cust_id,gender,age,region,city,signup_date
C005011,F,61,Western Cape,Stellenbosch,2020-08-17
C005012,F,33,Northern Cape,Kimberley,2019-07-29
C005013,F,46,Gauteng,Pretoria,2022-03-08
C005014,M,26,Mpumalanga,Nelspruit,2023-01-30
C005015,F,40,Eastern Cape,East London,2019-12-11
C005016,M,34,Western Cape,Cape Town,2019-11-08
C005017,M,43,Western Cape,Stellenbosch,2021-10-06
C005018,F,31,Gauteng,Midrand,2021-05-19
C005019,F,52,Western Cape,Paarl,2019-08-26
C005020,M,16,Eastern Cape,East London,2023-02-01
C005021,X,44,Western Cape,Cape Town,2023-08-21
C005022,M,34,Northern Cape,Kimberley,2021-07-27
C005023,F,21,North West,Rustenburg,2021-03-10
C005024,F,56,Free State,Bloemfontein,2019-12-17
C005025,F,55,Gauteng,Johannesburg,2020-11-29
C005026,M,16,Northern Cape,Kimberley,2022-01-15
C005027,M,35,Mpumalanga,Nelspruit,2024-12-16
C005028,M,41,Western Cape,Paarl,2020-02-11
C005029,M,38,Gauteng,Soweto,2023-12-23
C005030,F,51,Limpopo,Polokwane,2022-01-04
C005031,M,49,Gauteng,Midrand,2022-04-28
C005032,F,36,Limpopo,Polokwane,2020-10-19
C005033,M,60,Eastern Cape,East London,2024-08-29
C005034,M,44,North West,Rustenburg,2019-05-21
C005035,M,29,Eastern Cape,Gqeberha,2020-04-07
C005036,F,26,Free State,Bloemfontein,2020-11-25
C005037,M,48,Free State,Bloemfontein,2022-06-09
C005038,M,23,Northern Cape,Kimberley,2021-07-15
C005039,F,28,Mpumalanga,Nelspruit,2024-07-27
C005040,F,30,Mpumalanga,Nelspruit,2020-02-09
C005041,M,37,KwaZulu-Natal,Durban,2022-06-01
C005042,F,31,Free State,Bloemfontein,2021-11-26
C005043,F,17,Western Cape,Paarl,2020-11-05
C005044,F,47,Eastern Cape,Gqeberha,2019-02-20
C005045,F,28,North West,Rustenburg,2023-11-13
C005046,F,57,Gauteng,Johannesburg,2020-03-15
C005047,M,37,Western Cape,Stellenbosch,2019-10-31
C005048,F,48,Limpopo,Polokwane,2022-06-02
C005049,M,41,North West,Rustenburg,2019-11-29
C005050,F,49,Northern Cape,Kimberley,2022-11-01
C005051,F,40,Limpopo,Polokwane,2023-05-21
C005052,F,36,Limpopo,Polokwane,2020-05-18
C005053,M,46,KwaZulu-Natal,Durban,2019-06-01
C005054,M,63,Eastern Cape,Gqeberha,2019-08-01
C005055,M,30,KwaZulu-Natal,Pietermaritzburg,2019-04-21
C005056,F,43,Gauteng,Johannesburg,2021-11-26
C005057,F,33,Eastern Cape,East London,2021-04-10
C005058,F,39,Western Cape,Stellenbosch,2023-08-31
C005059,M,34,Limpopo,Polokwane,2021-05-21
C005060,F,16,Mpumalanga,Nelspruit,2022-11-26
C005061,X,31,Northern Cape,Kimberley,2021-10-25
C005062,M,45,North West,Rustenburg,2021-07-26
C005063,M,24,KwaZulu-Natal,Durban,2023-06-11
C005064,M,44,Northern Cape,Kimberley,2022-01-18
C005065,F,35,Northern Cape,Kimberley,2022-05-30
C005066,M,31,Free State,Bloemfontein,2021-09-12
C005067,F,44,Western Cape,Paarl,2023-04-12
C005068,M,41,Mpumalanga,Nelspruit,2020-10-28
C005069,M,38,Western Cape,Cape Town,2019-04-20
C005070,F,45,Eastern Cape,East London,2021-07-16
C005071,M,35,Free State,Bloemfontein,2020-11-22
C005072,F,16,North West,Rustenburg,2024-05-17
C005073,F,28,Northern Cape,Kimberley,2024-10-17
C005074,M,16,North West,Rustenburg,2020-04-21
C005075,F,41,Free State,Bloemfontein,2021-07-25
C005076,M,44,Gauteng,Johannesburg,2021-08-04
C005077,M,44,North West,Rustenburg,2020-05-02
C005078,M,39,North West,Rustenburg,2019-01-22
C005079,F,45,Free State,Bloemfontein,2024-12-12
C005080,F,16,Free State,Bloemfontein,2022-11-29
C005081,X,32,North West,Rustenburg,2021-06-19
C005082,F,16,Western Cape,Stellenbosch,2020-02-07
C005083,M,29,North West,Rustenburg,2021-11-14
C005084,F,52,Free State,Bloemfontein,2020-08-19
C005085,F,46,Mpumalanga,Nelspruit,2020-05-05
C005086,M,41,Western Cape,Cape Town,2024-09-28
C005087,M,31,Limpopo,Polokwane,2022-12-08
C005088,M,21,KwaZulu-Natal,Pietermaritzburg,2020-11-06
C005089,M,35,Free State,Bloemfontein,2020-03-29
C005090,F,46,Free State,Bloemfontein,2023-08-11
C005091,F,38,Northern Cape,Kimberley,2022-08-28
C005092,F,16,Mpumalanga,Nelspruit,2024-02-15
C005093,M,34,Limpopo,Polokwane,2023-07-17
C005094,F,16,Eastern Cape,Gqeberha,2021-05-31
C005095,M,43,Eastern Cape,Gqeberha,2022-11-29
C005096,F,25,Limpopo,Polokwane,2021-04-13
C005097,M,18,North West,Rustenburg,2019-07-17
C005098,M,43,Limpopo,Polokwane,2019-03-11
C005099,M,40,Limpopo,Polokwane,2019-06-24
C005100,F,36,KwaZulu-Natal,Durban,2024-07-06
C005101,X,59,Limpopo,Polokwane,2024-01-19
C005102,F,41,Limpopo,Polokwane,2021-05-06
C005103,F,25,Mpumalanga,Nelspruit,2024-06-03
C005104,F,39,KwaZulu-Natal,Pietermaritzburg,2023-06-03
C005105,F,30,Eastern Cape,East London,2019-10-25
C005106,M,48,Eastern Cape,Gqeberha,2020-05-09
C005107,F,36,Eastern Cape,East London,2021-04-02
C005108,F,38,KwaZulu-Natal,Pietermaritzburg,2023-10-29
C005109,M,16,Western Cape,Paarl,2022-12-03
C005110,M,34,Free State,Bloemfontein,2021-05-10
C005111,M,32,North West,Rustenburg,2024-01-04
C005112,M,21,Gauteng,Soweto,2020-12-12
C005113,F,30,Limpopo,Polokwane,2024-06-13
C005114,M,38,North West,Rustenburg,2023-04-29
C005115,F,33,North West,Rustenburg,2023-03-11
C005116,F,16,North West,Rustenburg,2019-07-11
C005117,F,30,KwaZulu-Natal,Pietermaritzburg,2019-11-19
C005118,M,27,Gauteng,Johannesburg,2024-11-23
C005119,F,35,Northern Cape,Kimberley,2023-08-10
C005120,M,34,Mpumalanga,Nelspruit,2020-07-17
C005121,F,28,Eastern Cape,Gqeberha,2024-02-25
C005122,F,28,North West,Rustenburg,2020-11-05
C005123,F,34,Eastern Cape,Gqeberha,2021-02-08
C005124,F,45,Mpumalanga,Nelspruit,2020-10-27
C005125,F,36,Northern Cape,Kimberley,2021-12-18
C005126,M,50,Mpumalanga,Nelspruit,2023-07-27
C005127,M,47,Limpopo,Polokwane,2019-12-31
C005128,F,51,Western Cape,Cape Town,2024-10-19
C005129,M,49,Northern Cape,Kimberley,2020-10-28
C005130,F,52,Eastern Cape,Gqeberha,2024-10-21
C005131,F,19,Limpopo,Polokwane,2024-03-19
C005132,F,41,Limpopo,Polokwane,2022-04-14
C005133,M,48,KwaZulu-Natal,Durban,2019-07-14
C005134,F,50,Limpopo,Polokwane,2022-06-10
C005135,M,24,Eastern Cape,East London,2023-07-28
C005136,F,41,Eastern Cape,Gqeberha,2024-11-20
C005137,M,34,North West,Rustenburg,2019-08-02
C005138,F,55,Mpumalanga,Nelspruit,2023-06-19
C005139,M,16,Free State,Bloemfontein,2020-10-02
C005140,M,24,Gauteng,Johannesburg,2023-07-01
C005141,F,16,Mpumalanga,Nelspruit,2022-06-29
C005142,F,35,Mpumalanga,Nelspruit,2024-03-12
C005143,M,60,Western Cape,Stellenbosch,2019-01-08
C005144,X,32,Mpumalanga,Nelspruit,2022-01-11
C005145,X,34,Eastern Cape,Gqeberha,2023-01-19
C005146,F,40,Mpumalanga,Nelspruit,2021-04-10
C005147,M,32,North West,Rustenburg,2020-11-23
C005148,F,37,Mpumalanga,Nelspruit,2020-12-18
C005149,F,38,Northern Cape,Kimberley,2023-06-28
C005150,M,23,Gauteng,Johannesburg,2020-03-30
C005151,M,32,KwaZulu-Natal,Pietermaritzburg,2024-11-05
C005152,M,42,Gauteng,Soweto,2020-04-03
C005153,M,44,Western Cape,Paarl,2021-07-01
C005154,F,49,Eastern Cape,East London,2024-12-14
C005155,M,37,Gauteng,Midrand,2019-03-07
C005156,F,37,Eastern Cape,Gqeberha,2021-01-06
C005157,F,42,Western Cape,Paarl,2024-02-03
C005158,F,26,Western Cape,Cape Town,2020-11-23
C005159,M,25,North West,Rustenburg,2020-08-24
C005160,M,32,Mpumalanga,Nelspruit,2019-01-03
C005161,F,18,Free State,Bloemfontein,2019-11-22
C005162,M,38,Limpopo,Polokwane,2020-03-05
C005163,X,46,KwaZulu-Natal,Durban,2024-04-09
C005164,M,24,Free State,Bloemfontein,2022-04-11
C005165,M,38,Mpumalanga,Nelspruit,2020-05-24
C005166,F,25,Free State,Bloemfontein,2023-11-08
C005167,M,21,North West,Rustenburg,2022-08-18
C005168,M,58,Free State,Bloemfontein,2020-11-22
C005169,M,21,Eastern Cape,East London,2020-07-10
C005170,M,18,Northern Cape,Kimberley,2020-04-28
C005171,F,36,Northern Cape,Kimberley,2023-04-10
C005172,F,36,KwaZulu-Natal,Pietermaritzburg,2023-04-18
C005173,M,41,Free State,Bloemfontein,2022-11-21
C005174,F,57,Mpumalanga,Nelspruit,2021-09-06
C005175,F,24,KwaZulu-Natal,Pietermaritzburg,2022-01-20
C005176,M,26,Mpumalanga,Nelspruit,2024-05-20
C005177,M,52,Northern Cape,Kimberley,2022-04-30
C005178,M,44,KwaZulu-Natal,Pietermaritzburg,2022-09-07
C005179,M,43,Western Cape,Cape Town,2020-05-12
C005180,M,26,Northern Cape,Kimberley,2021-09-24
C005181,M,47,Northern Cape,Kimberley,2019-02-18
C005182,M,43,North West,Rustenburg,2021-10-07
C005183,F,35,Limpopo,Polokwane,2023-10-20
C005184,M,26,Gauteng,Soweto,2023-01-08
C005185,F,34,Northern Cape,Kimberley,2024-05-01
C005186,F,53,Western Cape,Stellenbosch,2021-01-15
C005187,F,20,Western Cape,Cape Town,2023-08-31
C005188,M,23,Mpumalanga,Nelspruit,2023-05-23
C005189,M,25,Eastern Cape,Gqeberha,2023-03-31
C005190,M,28,North West,Rustenburg,2023-10-17
C005191,X,33,North West,Rustenburg,2021-10-30
C005192,M,45,North West,Rustenburg,2021-01-18
C005193,F,39,North West,Rustenburg,2022-07-02
C005194,M,34,Free State,Bloemfontein,2021-04-21
C005195,M,36,North West,Rustenburg,2023-02-23
C005196,M,40,Northern Cape,Kimberley,2024-03-11
C005197,F,16,KwaZulu-Natal,Durban,2019-02-27
C005198,F,46,Eastern Cape,East London,2022-09-21
C005199,M,23,Limpopo,Polokwane,2021-07-16
C005200,F,28,North West,Rustenburg,2019-08-18
C005201,F,37,Eastern Cape,East London,2020-05-07
C005202,F,32,KwaZulu-Natal,Pietermaritzburg,2023-12-13
C005203,F,39,KwaZulu-Natal,Pietermaritzburg,2021-03-09
C005204,F,35,North West,Rustenburg,2019-07-11
C005205,X,30,Free State,Bloemfontein,2023-06-29
C005206,M,51,KwaZulu-Natal,Durban,2020-06-03
C005207,M,41,Mpumalanga,Nelspruit,2021-03-06
C005208,F,37,Limpopo,Polokwane,2020-03-05
C005209,F,41,Free State,Bloemfontein,2023-06-07
C005210,F,25,Limpopo,Polokwane,2024-07-04
C005211,F,59,KwaZulu-Natal,Durban,2024-10-29
C005212,F,20,Western Cape,Cape Town,2019-06-14
C005213,M,34,North West,Rustenburg,2024-07-15
C005214,X,30,Mpumalanga,Nelspruit,2022-10-22
C005215,M,29,Northern Cape,Kimberley,2023-12-18
C005216,F,28,Northern Cape,Kimberley,2019-06-14
C005217,F,24,Eastern Cape,East London,2024-02-12
C005218,F,47,Free State,Bloemfontein,2020-12-18
C005219,F,19,North West,Rustenburg,2021-05-12
C005220,M,45,Gauteng,Soweto,2024-05-16
C005221,F,41,North West,Rustenburg,2023-05-22
C005222,M,28,Western Cape,Stellenbosch,2022-01-26
C005223,M,39,KwaZulu-Natal,Pietermaritzburg,2022-12-31
C005224,F,31,Free State,Bloemfontein,2021-02-17
C005225,F,20,Mpumalanga,Nelspruit,2024-11-22
C005226,F,20,Eastern Cape,Gqeberha,2019-06-02
C005227,F,41,Northern Cape,Kimberley,2022-06-13
C005228,M,40,North West,Rustenburg,2019-04-08
C005229,M,36,Mpumalanga,Nelspruit,2021-07-30
C005230,M,28,Mpumalanga,Nelspruit,2022-01-18
C005231,M,31,Gauteng,Midrand,2024-01-08
C005232,F,29,North West,Rustenburg,2024-08-17
C005233,F,16,Limpopo,Polokwane,2023-06-30
C005234,F,34,Western Cape,Stellenbosch,2024-10-12
C005235,F,39,North West,Rustenburg,2019-10-01
C005236,M,34,Gauteng,Soweto,2022-02-25
C005237,M,54,Limpopo,Polokwane,2022-07-29
C005238,F,21,Limpopo,Polokwane,2019-06-19
C005239,F,25,Gauteng,Soweto,2022-07-21
C005240,F,35,Eastern Cape,East London,2019-04-04
C005241,M,36,Western Cape,Stellenbosch,2022-10-15
C005242,F,16,Northern Cape,Kimberley,2020-04-29
C005243,F,40,North West,Rustenburg,2024-08-23
C005244,F,36,Northern Cape,Kimberley,2020-12-15
C005245,M,16,Free State,Bloemfontein,2022-08-11
C005246,M,32,KwaZulu-Natal,Pietermaritzburg,2022-08-27
C005247,M,23,Northern Cape,Kimberley,2024-03-20
C005248,F,28,KwaZulu-Natal,Pietermaritzburg,2021-01-07
C005249,F,17,Eastern Cape,East London,2021-02-23
C005250,M,38,Western Cape,Cape Town,2023-02-04
C005251,F,54,North West,Rustenburg,2019-05-06
C005252,F,36,Western Cape,Cape Town,2022-04-27
C005253,M,16,Gauteng,Johannesburg,2021-04-01
C005254,F,36,North West,Rustenburg,2024-11-11
C005255,F,31,North West,Rustenburg,2022-03-12
C005256,M,20,North West,Rustenburg,2023-08-17
C005257,M,37,North West,Rustenburg,2023-12-30
C005258,F,44,Western Cape,Cape Town,2019-11-17
C005259,F,25,Eastern Cape,Gqeberha,2022-10-15
C005260,M,16,Mpumalanga,Nelspruit,2023-01-28
C005261,F,16,KwaZulu-Natal,Pietermaritzburg,2021-08-26
C005262,F,25,North West,Rustenburg,2020-03-10
C005263,M,31,Northern Cape,Kimberley,2021-10-08
C005264,M,27,Northern Cape,Kimberley,2019-04-22
C005265,X,25,Mpumalanga,Nelspruit,2024-12-22
C005266,F,40,North West,Rustenburg,2019-07-14
C005267,F,39,Limpopo,Polokwane,2019-11-06
C005268,M,35,Gauteng,Midrand,2019-10-27
C005269,M,43,Eastern Cape,Gqeberha,2020-03-26
C005270,F,25,Northern Cape,Kimberley,2020-02-07
C005271,M,20,Northern Cape,Kimberley,2022-10-01
C005272,F,27,KwaZulu-Natal,Durban,2019-09-02
C005273,M,26,Mpumalanga,Nelspruit,2023-03-17
C005274,M,16,KwaZulu-Natal,Durban,2021-06-11
C005275,F,26,Eastern Cape,Gqeberha,2021-05-15
C005276,X,46,Limpopo,Polokwane,2022-01-20
C005277,X,43,Free State,Bloemfontein,2019-03-12
C005278,F,39,Limpopo,Polokwane,2021-12-31
C005279,F,35,Gauteng,Johannesburg,2022-02-17
C005280,M,50,KwaZulu-Natal,Pietermaritzburg,2023-06-29
C005281,F,20,North West,Rustenburg,2019-11-13
C005282,F,21,Limpopo,Polokwane,2019-04-23
C005283,F,46,North West,Rustenburg,2019-05-03
C005284,M,33,Northern Cape,Kimberley,2024-10-01
C005285,F,25,Eastern Cape,East London,2021-01-25
C005286,M,40,KwaZulu-Natal,Pietermaritzburg,2020-05-31
C005287,F,28,KwaZulu-Natal,Pietermaritzburg,2019-10-25
C005288,F,23,Limpopo,Polokwane,2020-07-15
C005289,M,23,KwaZulu-Natal,Durban,2021-08-19
C005290,F,37,Eastern Cape,East London,2024-10-25
C005291,F,35,Western Cape,Stellenbosch,2023-07-27
C005292,F,51,Eastern Cape,East London,2024-02-08
C005293,M,30,Northern Cape,Kimberley,2019-04-14
C005294,F,29,Eastern Cape,Gqeberha,2022-06-11
C005295,F,50,Mpumalanga,Nelspruit,2021-12-30
C005296,F,45,Eastern Cape,East London,2020-03-03
C005297,F,35,Eastern Cape,Gqeberha,2021-12-24
C005298,F,16,Limpopo,Polokwane,2022-07-04
C005299,M,23,Gauteng,Soweto,2019-01-04
C005300,F,20,Eastern Cape,Gqeberha,2024-11-18
C005301,F,33,Western Cape,Stellenbosch,2023-06-05
C005302,M,27,Western Cape,Cape Town,2024-07-20
C005303,M,52,Mpumalanga,Nelspruit,2019-07-16
C005304,F,16,Western Cape,Paarl,2019-05-12
C005305,F,19,Western Cape,Paarl,2024-08-03
C005306,F,36,Limpopo,Polokwane,2024-08-05
C005307,M,39,Eastern Cape,East London,2022-11-01
C005308,F,16,Western Cape,Stellenbosch,2020-03-15
C005309,F,16,Northern Cape,Kimberley,2020-09-22
C005310,F,30,Northern Cape,Kimberley,2023-10-06
C005311,F,49,Limpopo,Polokwane,2024-07-19
C005312,F,56,Free State,Bloemfontein,2023-01-10
C005313,F,28,North West,Rustenburg,2021-05-27
C005314,M,31,Northern Cape,Kimberley,2023-12-05
C005315,M,23,Gauteng,Midrand,2020-07-23
C005316,M,41,Gauteng,Midrand,2019-10-10
C005317,M,51,KwaZulu-Natal,Durban,2021-04-22
C005318,F,48,KwaZulu-Natal,Pietermaritzburg,2021-10-20
C005319,M,33,Northern Cape,Kimberley,2022-09-01
C005320,M,23,Free State,Bloemfontein,2023-02-16
C005321,M,33,North West,Rustenburg,2023-05-04
C005322,M,50,Mpumalanga,Nelspruit,2020-03-23
C005323,F,28,Mpumalanga,Nelspruit,2022-12-20
C005324,F,16,Northern Cape,Kimberley,2019-04-09
C005325,F,29,Limpopo,Polokwane,2024-07-10
C005326,F,30,Mpumalanga,Nelspruit,2021-08-25
C005327,F,16,KwaZulu-Natal,Pietermaritzburg,2024-09-25
C005328,F,36,KwaZulu-Natal,Durban,2024-03-15
C005329,F,39,Limpopo,Polokwane,2020-03-07
C005330,M,55,Northern Cape,Kimberley,2019-09-02
C005331,M,17,Gauteng,Pretoria,2024-06-21
C005332,M,42,Free State,Bloemfontein,2021-12-12
C005333,F,45,Western Cape,Cape Town,2019-08-22
C005334,M,39,North West,Rustenburg,2022-08-26
C005335,M,21,Free State,Bloemfontein,2024-09-26
C005336,M,20,Gauteng,Pretoria,2022-08-09
C005337,M,34,Gauteng,Pretoria,2020-07-21
C005338,F,34,Limpopo,Polokwane,2021-01-08
C005339,F,26,KwaZulu-Natal,Durban,2020-08-05
C005340,M,48,Gauteng,Pretoria,2022-03-24
C005341,X,28,Western Cape,Cape Town,2021-07-12
C005342,F,16,Western Cape,Stellenbosch,2021-01-20
C005343,F,30,Eastern Cape,Gqeberha,2020-02-03
C005344,F,39,Mpumalanga,Nelspruit,2019-03-05
C005345,F,37,North West,Rustenburg,2023-12-18
C005346,X,37,Free State,Bloemfontein,2023-10-25
C005347,M,51,Northern Cape,Kimberley,2019-10-01
C005348,F,20,North West,Rustenburg,2020-05-14
C005349,F,28,Western Cape,Cape Town,2021-08-20
C005350,F,52,Mpumalanga,Nelspruit,2022-07-28
C005351,F,16,KwaZulu-Natal,Pietermaritzburg,2024-06-09
C005352,M,32,Northern Cape,Kimberley,2023-03-07
C005353,M,48,North West,Rustenburg,2022-10-23
C005354,M,48,Gauteng,Midrand,2023-06-18
C005355,F,41,Western Cape,Cape Town,2022-08-22
C005356,M,41,Eastern Cape,East London,2024-07-29
C005357,M,21,Mpumalanga,Nelspruit,2024-12-18
C005358,F,49,Free State,Bloemfontein,2021-09-15
C005359,M,19,Gauteng,Midrand,2019-02-19
C005360,M,19,Limpopo,Polokwane,2024-12-17
C005361,M,38,Limpopo,Polokwane,2020-12-01
C005362,F,27,Northern Cape,Kimberley,2020-08-10
C005363,F,35,KwaZulu-Natal,Pietermaritzburg,2019-10-01
C005364,M,38,Gauteng,Johannesburg,2023-07-28
C005365,F,54,Mpumalanga,Nelspruit,2020-02-09
C005366,F,38,Mpumalanga,Nelspruit,2024-10-13
C005367,M,26,Free State,Bloemfontein,2020-04-18
C005368,F,41,Mpumalanga,Nelspruit,2019-06-08
C005369,F,23,Western Cape,Paarl,2022-10-04
C005370,X,44,Western Cape,Cape Town,2020-03-26
C005371,M,34,Eastern Cape,East London,2020-08-18
C005372,M,38,Northern Cape,Kimberley,2019-08-19
C005373,M,16,Free State,Bloemfontein,2022-12-25
C005374,F,16,Limpopo,Polokwane,2020-04-27
C005375,F,16,Northern Cape,Kimberley,2023-06-05
C005376,M,54,KwaZulu-Natal,Durban,2020-07-22
C005377,F,19,Free State,Bloemfontein,2021-05-30
C005378,F,42,Mpumalanga,Nelspruit,2021-12-13
C005379,F,25,Western Cape,Stellenbosch,2022-03-20
C005380,M,30,Eastern Cape,Gqeberha,2023-12-19
C005381,F,32,Free State,Bloemfontein,2019-10-17
C005382,M,53,KwaZulu-Natal,Pietermaritzburg,2020-05-13
C005383,F,40,Western Cape,Cape Town,2023-07-07
C005384,M,38,Eastern Cape,East London,2024-02-17
C005385,F,49,North West,Rustenburg,2021-07-06
C005386,F,25,Eastern Cape,Gqeberha,2019-01-13
C005387,M,46,North West,Rustenburg,2024-01-02
C005388,M,44,Mpumalanga,Nelspruit,2022-09-01
C005389,F,44,Western Cape,Cape Town,2022-02-26
C005390,F,31,Northern Cape,Kimberley,2021-05-02
C005391,F,28,Limpopo,Polokwane,2023-03-06
C005392,F,23,Limpopo,Polokwane,2020-09-23
C005393,M,23,Mpumalanga,Nelspruit,2021-02-24
C005394,F,22,Gauteng,Soweto,2023-08-11
C005395,M,37,KwaZulu-Natal,Pietermaritzburg,2021-03-25
C005396,F,30,North West,Rustenburg,2024-09-03
C005397,M,38,Limpopo,Polokwane,2021-08-13
C005398,F,39,Eastern Cape,Gqeberha,2022-05-16
C005399,F,20,Free State,Bloemfontein,2022-10-24
C005400,F,20,Limpopo,Polokwane,2023-03-11
C005401,M,30,Free State,Bloemfontein,2022-01-14
C005402,M,24,Free State,Bloemfontein,2021-03-05
C005403,M,22,Free State,Bloemfontein,2023-10-28
C005404,F,53,KwaZulu-Natal,Durban,2023-04-18
C005405,F,16,Limpopo,Polokwane,2019-05-01
C005406,F,57,Mpumalanga,Nelspruit,2022-10-01
C005407,F,36,Mpumalanga,Nelspruit,2024-05-26
C005408,M,45,Limpopo,Polokwane,2022-05-11
C005409,M,43,Free State,Bloemfontein,2024-07-21
C005410,M,40,Limpopo,Polokwane,2021-05-04
C005411,M,53,Mpumalanga,Nelspruit,2020-06-18
C005412,F,20,KwaZulu-Natal,Pietermaritzburg,2021-12-28
C005413,F,31,Free State,Bloemfontein,2019-08-09
C005414,M,23,Mpumalanga,Nelspruit,2019-05-22
C005415,F,16,Limpopo,Polokwane,2022-06-06
C005416,F,25,Free State,Bloemfontein,2019-03-06
C005417,M,55,KwaZulu-Natal,Durban,2019-05-21
C005418,X,31,Northern Cape,Kimberley,2021-09-24
C005419,M,57,Free State,Bloemfontein,2020-05-18
C005420,F,58,Free State,Bloemfontein,2020-01-29
C005421,M,69,Free State,Bloemfontein,2022-01-16
C005422,F,56,Mpumalanga,Nelspruit,2020-12-18
C005423,F,61,KwaZulu-Natal,Durban,2022-09-06
C005424,F,37,Northern Cape,Kimberley,2021-07-21
C005425,M,36,Gauteng,Pretoria,2020-03-01
C005426,M,37,Gauteng,Johannesburg,2023-03-23
C005427,M,33,Free State,Bloemfontein,2024-08-04
C005428,F,35,North West,Rustenburg,2023-05-12
C005429,M,42,Gauteng,Johannesburg,2020-02-02
C005430,F,27,Mpumalanga,Nelspruit,2022-05-06
C005431,M,16,Eastern Cape,Gqeberha,2019-12-03
C005432,F,37,Gauteng,Midrand,2019-02-26
C005433,F,25,Eastern Cape,Gqeberha,2019-12-22
C005434,M,26,Limpopo,Polokwane,2023-11-08
C005435,F,31,Limpopo,Polokwane,2024-07-28
C005436,M,29,North West,Rustenburg,2022-07-31
C005437,F,46,Northern Cape,Kimberley,2024-04-08
C005438,M,31,Gauteng,Johannesburg,2021-06-16
C005439,F,47,North West,Rustenburg,2019-03-14
C005440,F,35,Gauteng,Midrand,2024-06-03
C005441,F,32,Northern Cape,Kimberley,2023-05-11
C005442,F,35,Mpumalanga,Nelspruit,2022-12-13
C005443,M,18,Northern Cape,Kimberley,2019-06-10
C005444,F,37,Gauteng,Pretoria,2024-10-09
C005445,F,43,Gauteng,Pretoria,2019-06-14
C005446,M,45,Northern Cape,Kimberley,2019-02-03
C005447,F,17,KwaZulu-Natal,Pietermaritzburg,2019-06-16
C005448,M,16,Eastern Cape,East London,2024-08-22
C005449,M,27,KwaZulu-Natal,Durban,2023-12-22
C005450,F,50,Western Cape,Paarl,2019-09-05
C005451,M,36,Gauteng,Johannesburg,2021-07-25
C005452,F,24,Western Cape,Cape Town,2022-03-03
C005453,F,16,North West,Rustenburg,2022-05-04
C005454,F,25,Gauteng,Soweto,2020-03-18
C005455,M,24,Northern Cape,Kimberley,2019-03-09
C005456,M,44,Western Cape,Paarl,2019-03-09
C005457,M,45,Limpopo,Polokwane,2024-05-26
C005458,X,20,KwaZulu-Natal,Pietermaritzburg,2022-09-23
C005459,F,42,Northern Cape,Kimberley,2024-11-20
C005460,M,41,Gauteng,Soweto,2024-02-28
C005461,M,19,Mpumalanga,Nelspruit,2020-05-30
C005462,M,32,Northern Cape,Kimberley,2019-07-16
C005463,M,37,Eastern Cape,Gqeberha,2022-12-08
C005464,X,35,Free State,Bloemfontein,2020-05-07
C005465,F,16,Western Cape,Paarl,2023-01-26
C005466,M,35,North West,Rustenburg,2024-10-19
C005467,M,41,Northern Cape,Kimberley,2024-10-17
C005468,M,52,Free State,Bloemfontein,2020-07-04
C005469,F,25,Mpumalanga,Nelspruit,2021-11-25
C005470,X,26,Mpumalanga,Nelspruit,2023-03-29
C005471,F,30,Eastern Cape,Gqeberha,2020-06-05
C005472,M,36,Gauteng,Midrand,2022-05-17
C005473,M,34,Western Cape,Cape Town,2021-02-28
C005474,F,40,Northern Cape,Kimberley,2022-06-10
C005475,M,19,North West,Rustenburg,2022-11-01
C005476,F,38,Gauteng,Johannesburg,2024-04-03
C005477,M,24,North West,Rustenburg,2021-10-31
C005478,M,31,North West,Rustenburg,2020-09-20
C005479,F,53,Free State,Bloemfontein,2019-06-23
C005480,M,16,Free State,Bloemfontein,2023-03-12
C005481,F,30,Northern Cape,Kimberley,2023-11-04
C005482,M,18,North West,Rustenburg,2021-06-18
C005483,M,35,Eastern Cape,East London,2024-03-07
C005484,F,46,Free State,Bloemfontein,2021-11-04
C005485,M,35,Northern Cape,Kimberley,2021-11-13
C005486,M,32,Northern Cape,Kimberley,2019-04-12
C005487,M,49,Limpopo,Polokwane,2022-02-20
C005488,M,37,Limpopo,Polokwane,2022-07-26
C005489,M,43,Mpumalanga,Nelspruit,2021-12-12
C005490,M,42,KwaZulu-Natal,Pietermaritzburg,2022-03-23
C005491,F,16,Northern Cape,Kimberley,2022-03-06
C005492,F,32,KwaZulu-Natal,Durban,2023-03-12
C005493,M,20,North West,Rustenburg,2019-08-13
C005494,F,23,North West,Rustenburg,2022-03-07
C005495,M,51,KwaZulu-Natal,Durban,2021-08-07
C005496,F,29,North West,Rustenburg,2021-01-29
C005497,M,56,North West,Rustenburg,2021-09-07
C005498,M,16,Free State,Bloemfontein,2023-01-27
C005499,F,20,Free State,Bloemfontein,2024-12-24
C005500,F,42,Free State,Bloemfontein,2020-04-29
C005501,F,29,Gauteng,Soweto,2019-04-17
C005502,M,37,Free State,Bloemfontein,2021-02-04
C005503,M,32,Mpumalanga,Nelspruit,2020-11-14
C005504,F,31,Limpopo,Polokwane,2019-06-01
C005505,M,29,Free State,Bloemfontein,2021-12-22
C005506,F,35,Free State,Bloemfontein,2022-02-08
C005507,F,41,Free State,Bloemfontein,2024-01-30
C005508,F,52,Northern Cape,Kimberley,2023-03-10
C005509,F,31,Eastern Cape,East London,2021-10-07
