txn_id,date,store_id,product_id,qty,unit_price,promo_applied,channel,payment_method,cust_id
T00025668,12/25/2025,S010,P00161,4,152.28,0,In-Store,Card,C008602
T00025669,2025/06/21,S003,P00177,3,1412.43,0,In-Store,Cash,C001273
T00025670,2025/06/15,S005,P00282,2,304.9,0,In-Store,Card,C002357
T00025671,02/03/2025,S012,P00314,1,61.03,0,In-Store,Card,C009707
T00025672,2025/06/11,S008,P00372,3,933.1,0,In-Store,Card,
T00025673,14-02-2025,S005,P00058,4,508.87,1,In-Store,Card,C006870
T00025674,05/14/2025,S020,P00337,4,0.0,0,In-Store,Card,C007278
T00025675,2025/03/20,S002,P00047,3,855.87,0,Online,Card,C005361
T00025676,2025/10/06,S024,P00215,4,106.24,0,In-Store,Cash,C000114
T00025677,02/24/2025,S011,P00362,4,45.1,1,In-Store,EFT,C003727
T00025678,04/05/2025,S009,P00306,3,1795.35,0,In-Store,Card,C006775
T00025679,24-07-2025,S008,P00387,1,440.2,0,Click&Collect,Card,C003628
T00025680,08-12-2025,S017,P00016,4,387.78,0,In-Store,EFT,
T00025681,2025-10-08,S023,P00215,3,100.49,0,In-Store,Wallet,C002525
T00025682,2025/06/27,S007,P00030,2,1311.31,0,In-Store,Card,C005935
T00025683,2025/08/29,S024,P00285,4,1170.69,0,In-Store,Cash,C003288
T00025684,04/11/2025,S023,P00074,3,1256.86,0,In-Store,Card,C008896
T00025685,10/26/2025,S024,P00078,3,464.4,0,In-Store,Cash,
T00025686,2025-03-30,S016,P00116,2,0.0,1,In-Store,Card,C000339
T00025687,2025-04-23,S001,P00347,2,872.65,0,In-Store,Cash,C007830
T00025688,06-12-2025,S008,P00134,4,325.44,1,In-Store,Card,
T00025689,2025-04-29,S013,P00347,2,872.94,0,Online,Card,
T00025690,2025-06-29,S020,P00240,2,90.54,0,Click&Collect,EFT,C000815
T00025691,17-08-2025,S001,P00062,3,1098.52,0,Click&Collect,Card,C011235
T00025692,22-01-2025,S015,P00094,2,100.42,0,In-Store,Cash,C010128
T00025693,08/18/2025,S016,P00297,2,38.36,0,Online,Card,C003875
T00025694,28-03-2025,S002,P00338,2,201.57,1,Online,EFT,C010869
T00025695,07/17/2025,S013,P00084,3,56.55,0,In-Store,Card,
T00025696,2025/06/27,S011,P00195,3,793.94,0,Click&Collect,Card,C005812
T00025697,10-10-2025,S011,P00181,2,325.65,0,Online,Card,
T00025698,2025-11-09,S019,P00186,3,374.46,0,Online,EFT,C006475
T00025699,2025-12-23,S002,P00133,2,425.78,0,Online,Card,C003449
T00025700,05/01/2025,S019,P00351,3,794.14,0,In-Store,Cash,
T00025701,2025/12/16,S003,P00349,1,154.56,0,In-Store,Card,
T00025702,10/06/2025,S018,P00149,-1,134.03,0,Online,Wallet,
T00025703,2025-11-02,S008,P00186,4,229.84,1,In-Store,Cash,C006588
T00025704,25-09-2025,S014,P00360,4,510.01,0,In-Store,Cash,
T00025705,2025-04-02,S007,P00329,4,202.13,0,In-Store,Card,C008195
T00025706,01/29/2025,S025,P00205,1,13.02,0,In-Store,Card,C004046
T00025707,21-01-2025,S005,P00244,4,2031.23,0,Online,Card,C001810
T00025708,02/05/2025,S011,P00333,1,16.06,0,In-Store,Card,C011831
T00025709,12-09-2025,S022,P00195,3,727.42,0,In-Store,Card,C008536
T00025710,2025/09/02,S010,P00346,1,1059.81,1,In-Store,Card,
T00025711,2025-06-27,S001,P00269,3,1812.06,0,Click&Collect,Wallet,
T00025712,23-01-2025,S006,P00155,1,992.08,1,In-Store,Card,C011480
T00025713,2025-11-05,S006,P00002,1,84.69,1,In-Store,Card,C008154
T00025714,2025/06/08,S003,P00321,1,59.02,0,Online,Card,C001816
T00025715,11-06-2025,S023,P00217,2,53.1,0,In-Store,Cash,C004594
T00025716,01/06/2025,S021,P00234,1,18.27,0,In-Store,Cash,C010816
T00025717,2025/05/21,S022,P00077,1,261.04,0,In-Store,Card,
T00025718,28-04-2025,S014,P00346,1,1429.97,0,Click&Collect,Card,C010294
T00025719,2025/01/12,S009,P00314,1,62.96,0,In-Store,Card,C003495
T00025720,12-02-2025,S022,P00030,4,1286.32,0,In-Store,Card,C001515
T00025721,07/11/2025,S021,P00347,1,850.47,0,Online,Card,C000067
T00025722,29-07-2025,S019,P00169,3,490.11,0,In-Store,Card,C000261
T00025723,08-05-2025,S004,P00299,2,61.66,1,Online,Card,C010215
T00025724,14-09-2025,S022,P00387,1,423.81,0,In-Store,Card,C010190
T00025725,11/03/2025,S017,P00376,2,218.17,0,In-Store,Card,
T00025726,08/28/2025,S018,P00347,3,885.02,0,In-Store,Card,C011935
T00025727,2025/05/12,S023,P00058,2,635.18,1,In-Store,Card,C003024
T00025728,10-12-2025,S007,P00225,4,1330.37,0,Online,Card,C004874
T00025729,11/14/2025,S012,P00088,4,1865.87,0,Online,Card,C003450
T00025730,12-01-2025,S009,P00325,3,167.04,0,In-Store,Cash,C011684
T00025731,2025/08/25,S005,P00285,1,1186.36,1,Online,Card,C008792
T00025732,2025/07/22,S013,P00144,2,1331.15,0,In-Store,EFT,C004291
T00025733,2025/12/24,S015,P00055,1,104.46,0,Online,Cash,
T00025734,06-04-2025,S007,P00357,2,441.59,0,In-Store,Card,
T00025735,2025/06/25,S019,P00205,3,12.24,0,In-Store,Wallet,C009363
T00025736,2025-06-05,S008,P00284,1,425.05,0,In-Store,Card,
T00025737,10/21/2025,S022,P00274,1,699.39,0,In-Store,Cash,C007316
T00025738,2025-03-21,S019,P00259,4,1544.36,0,Online,Cash,C007810
T00025739,04/24/2025,S010,P00084,2,61.28,0,Online,Cash,C004053
T00025740,08/27/2025,S019,P00065,1,1127.88,0,In-Store,Card,C010869
T00025741,2025/08/18,S008,P00161,2,135.76,0,In-Store,Cash,C002348
T00025742,12/02/2025,S015,P00377,2,1736.95,0,In-Store,Cash,C005412
T00025743,2025/03/21,S018,P00325,4,133.33,0,Online,Card,C003707
T00025744,2025-07-01,S006,P00365,3,30.98,1,In-Store,Card,C006160
T00025745,2025-02-20,S007,P00146,2,799.67,0,Online,Card,C007378
T00025746,2025-12-14,S004,P00145,4,383.97,0,In-Store,Card,C010358
T00025747,2025-04-16,S007,P00277,4,1426.13,0,In-Store,Card,C004189
T00025748,01/29/2025,S018,P00019,1,17.86,0,In-Store,Card,C006664
T00025749,07/01/2025,S005,P00382,2,6.85,0,In-Store,EFT,C008478
T00025750,01/06/2025,S023,P00326,3,710.61,0,In-Store,Card,C008179
T00025751,2025-08-18,S010,P00306,1,2087.51,0,In-Store,Cash,C001782
T00025752,2025-01-27,S008,P00309,3,330.75,0,Click&Collect,Cash,C001891
T00025753,2025-01-19,S011,P00318,3,845.82,0,Online,Card,C011808
T00025754,2025/08/16,S016,P00213,4,321.09,0,In-Store,Card,C005315
T00025755,05/07/2025,S019,P00126,4,287.61,1,Online,Card,C008148
T00025756,2025/12/30,S017,P00394,3,860.28,0,In-Store,Card,C005228
T00025757,2025/08/23,S003,P00068,3,1601.9,0,In-Store,Cash,C000572
T00025758,2025/12/17,S022,P00370,1,1467.46,1,In-Store,EFT,C009186
T00025759,2025-10-15,S011,P00297,2,37.56,0,In-Store,Card,C007519
T00025760,01/06/2025,S022,P00330,4,73.53,0,In-Store,Card,C003871
T00025761,2025/05/30,S017,P00179,4,987.49,0,In-Store,Card,C003083
T00025762,09/03/2025,S002,P00295,4,214.02,0,In-Store,EFT,C006566
T00025763,2025/04/21,S014,P00278,4,116.23,0,In-Store,Cash,C006350
T00025764,2025-07-07,S021,P00339,4,32.93,0,In-Store,EFT,C008467
T00025765,06/14/2025,S020,P00123,2,42.87,0,In-Store,Card,C007706
T00025766,2025/06/29,S019,P00297,2,40.11,0,In-Store,Card,C010574
T00025767,2025-05-13,S023,P00084,4,56.05,1,Online,Card,C000193
T00025768,2025/07/28,S015,P00391,2,101.01,0,In-Store,Card,C000494
T00025769,03/03/2025,S006,P00201,4,516.53,0,Online,Card,C006819
T00025770,25-10-2025,S001,P00363,3,161.97,0,In-Store,Card,C010924
T00025771,30-06-2025,S023,P00047,3,917.24,0,In-Store,Card,
T00025772,2025-03-22,S017,P00141,3,40.71,1,Online,Card,C004214
T00025773,03/01/2025,S023,P00226,1,608.02,0,Online,Card,C010898
T00025774,2025-11-21,S020,P00390,4,335.58,1,Click&Collect,Card,C010844
T00025775,10/04/2025,S010,P00098,4,2324.4,0,Click&Collect,Card,C003752
T00025776,2025/12/23,S005,P00184,1,2486.12,0,In-Store,Card,C008221
T00025777,2025-10-15,S021,P00060,4,102.46,0,In-Store,Card,C000039
T00025778,03-12-2025,S022,P00314,1,67.53,0,In-Store,Wallet,C002587
T00025779,16-01-2025,S013,P00193,2,1409.21,0,In-Store,Card,C007555
T00025780,11/09/2025,S007,P00093,2,33.89,0,In-Store,Card,C004830
T00025781,09/11/2025,S021,P00236,1,1164.19,0,In-Store,EFT,C000074
T00025782,2025-07-27,S021,P00280,2,103.78,0,In-Store,Card,C006995
T00025783,02/26/2025,S019,P00318,2,808.04,1,Online,Card,C005776
T00025784,2025-12-08,S014,P00134,4,333.81,0,In-Store,Cash,C009107
T00025785,2025-04-12,S025,P00114,3,2075.58,0,In-Store,Card,C002735
T00025786,2025-06-01,S024,P00275,2,664.55,0,In-Store,Cash,
T00025787,03-02-2025,S006,P00230,2,605.08,0,In-Store,EFT,C009870
T00025788,10-02-2025,S008,P00086,2,29.56,0,In-Store,Card,C008310
T00025789,14-06-2025,S019,P00233,4,47.98,0,In-Store,Card,
T00025790,2025/08/10,S004,P00240,1,68.75,1,In-Store,Card,C005583
T00025791,07-06-2025,S001,P00067,4,610.61,1,In-Store,Cash,C006340
T00025792,2025-09-24,S013,P00397,1,571.57,1,Online,Cash,
T00025793,2025/08/27,S024,P00008,4,81.93,0,In-Store,Card,C006892
T00025794,2025-01-13,S022,P00263,4,782.31,0,In-Store,Cash,C001491
T00025795,23-02-2025,S005,P00243,1,1641.67,1,In-Store,Card,C004081
T00025796,10/08/2025,S006,P00127,3,485.38,0,In-Store,Card,C009848
T00025797,06/30/2025,S010,P00216,1,641.7,0,Online,Cash,C008901
T00025798,2025/02/10,S024,P00116,3,241.53,0,In-Store,Card,C007006
T00025799,2025-09-03,S022,P00379,1,78.85,1,In-Store,Card,C008176
T00025800,06/23/2025,S023,P00178,2,70.61,0,Online,Card,
T00025801,2025-04-15,S012,P00240,4,87.0,0,Click&Collect,Card,C008699
T00025802,25-08-2025,S002,P00139,2,904.81,0,In-Store,Card,C009410
T00025803,06-09-2025,S017,P00081,3,170.62,0,In-Store,Card,C004000
T00025804,2025/05/20,S023,P00064,1,171.41,0,Online,EFT,
T00025805,09/13/2025,S010,P00298,2,21.89,0,Online,Card,C005357
T00025806,09/11/2025,S007,P00384,2,1361.26,0,Online,EFT,C003171
T00025807,2025/02/22,S014,P00009,2,526.01,1,In-Store,Card,C002227
T00025808,2025/06/17,S007,P00056,1,491.43,1,Online,Cash,C005094
T00025809,2025-01-16,S022,P00282,2,245.46,1,In-Store,Card,C003639
T00025810,06/15/2025,S011,P00088,4,2000.56,0,In-Store,Card,C003082
T00025811,01/28/2025,S023,P00326,1,658.71,0,Online,Cash,C003941
T00025812,2025-12-31,S016,P00309,2,295.92,1,Online,Cash,
T00025813,2025-12-23,S012,P00069,2,735.83,0,In-Store,Card,C005085
T00025814,01/06/2025,S012,P00036,2,102.11,0,Click&Collect,Cash,C003275
T00025815,2025/05/16,S019,P00110,4,621.4,0,In-Store,Cash,
T00025816,2025/08/02,S007,P00056,1,747.47,0,Online,Card,C005625
T00025817,2025/08/06,S012,P00039,2,79.73,0,In-Store,Wallet,C002673
T00025818,2025-08-30,S022,P00373,4,1832.61,0,In-Store,Card,C007424
T00025819,06-10-2025,S024,P00079,2,1316.67,0,In-Store,EFT,C002166
T00025820,05/09/2025,S002,P00221,2,1269.98,0,In-Store,Card,C010945
T00025821,09/26/2025,S019,P00101,3,1355.54,0,In-Store,Card,C004774
T00025822,09-07-2025,S022,P00077,3,241.07,1,In-Store,EFT,C010712
T00025823,03-05-2025,S011,P00112,1,1415.58,0,In-Store,Card,C003735
T00025824,2025/04/19,S006,P00099,2,1173.35,0,In-Store,Card,C011384
T00025825,08/02/2025,S013,P00183,1,511.69,0,In-Store,EFT,C006042
T00025826,2025-04-21,S023,P00245,3,90.13,0,In-Store,Cash,C004966
T00025827,12/30/2025,S005,P00378,3,276.27,0,Click&Collect,Card,C002746
T00025828,2025/10/24,S008,P00282,2,333.41,0,Online,Card,C001897
T00025829,2025-10-24,S024,P00030,3,1363.98,0,In-Store,Card,C004223
T00025830,2025-02-11,S017,P00069,2,755.83,1,In-Store,Cash,C004687
T00025831,07/04/2025,S007,P00137,1,2237.34,0,In-Store,Card,C000112
T00025832,2025/01/28,S017,P00240,3,83.0,0,In-Store,Card,C007635
T00025833,02/11/2025,S005,P00088,2,1911.22,0,In-Store,Card,C006121
T00025834,09/28/2025,S019,P00223,4,756.97,1,In-Store,Card,
T00025835,2025/12/25,S012,P00302,4,153.79,1,Online,Cash,C007327
T00025836,20-08-2025,S023,P00012,1,414.59,0,In-Store,Cash,C004099
T00025837,01-11-2025,S019,P00374,4,1095.46,0,In-Store,EFT,C011309
T00025838,2025/05/20,S004,P00281,2,128.53,0,In-Store,Cash,C003542
T00025839,2025-02-10,S018,P00174,2,1401.74,1,Online,Cash,C001410
T00025840,2025/08/05,S017,P00090,1,1245.56,1,In-Store,Card,C010031
T00025841,28-01-2025,S007,P00361,3,337.31,0,Click&Collect,EFT,
T00025842,2025-12-04,S013,P00128,2,98.98,0,Online,Card,C005848
T00025843,2025/03/25,S007,P00343,4,762.97,1,In-Store,EFT,C004267
T00025844,2025-07-16,S019,P00356,3,1007.43,0,In-Store,Card,C005258
T00025845,08-08-2025,S006,P00143,3,72.27,0,Online,Card,
T00025846,03/10/2025,S011,P00015,4,714.6,1,Online,EFT,C008616
T00025847,2025-01-21,S016,P00041,4,1016.86,0,Online,Card,C009349
T00025848,29-07-2025,S002,P00250,2,372.08,0,In-Store,EFT,C008048
T00025849,2025-04-30,S024,P00388,1,501.99,0,In-Store,Card,C007494
T00025850,19-11-2025,S002,P00321,2,65.44,0,In-Store,Card,
T00025851,06-08-2025,S023,P00324,3,55.49,1,In-Store,Cash,C003648
T00025852,2025-10-15,S017,P00358,1,52.64,0,In-Store,Card,C000053
T00025853,09/09/2025,S013,P00288,3,23.13,0,In-Store,Cash,
T00025854,2025/05/12,S013,P00084,2,62.56,0,In-Store,Card,C004239
T00025855,13-02-2025,S010,P00177,3,1787.12,0,In-Store,Card,C002917
T00025856,2025-09-27,S018,P00140,2,453.34,0,In-Store,Card,C000950
T00025857,2025-05-30,S010,P00085,2,221.31,1,In-Store,Card,
T00025858,2025/11/06,S014,P00203,2,17.33,0,In-Store,Card,C000073
T00025859,05-07-2025,S021,P00135,3,472.29,0,Online,Card,C003257
T00025860,2025/10/11,S017,P00332,1,377.87,0,In-Store,Card,C005818
T00025861,2025/11/27,S017,P00184,1,2631.18,0,In-Store,Card,
T00025862,07-05-2025,S015,P00249,2,231.64,0,In-Store,Card,
T00025863,2025/05/21,S002,P00252,3,126.96,0,In-Store,EFT,C003260
T00025864,2025-01-10,S002,P00062,3,1010.1,0,In-Store,Card,C006015
T00025865,08/09/2025,S002,P00046,4,737.16,0,In-Store,Card,
T00025866,07/02/2025,S007,P00193,3,1436.87,0,In-Store,Card,C004163
T00025867,23-06-2025,S013,P00287,3,95.39,1,In-Store,EFT,
T00025868,07-06-2025,S006,P00257,1,227.44,0,Online,Card,C010184
T00025869,06/15/2025,S014,P00291,2,94.08,1,In-Store,Wallet,C006761
T00025870,2025/05/13,S022,P00340,1,128.45,0,In-Store,Card,C003912
T00025871,18-03-2025,S025,P00396,2,35.28,0,In-Store,Card,
T00025872,2025/01/20,S017,P00316,4,76.81,0,Click&Collect,EFT,C002180
T00025873,2025/10/02,S004,P00312,3,138.55,0,Online,Card,
T00025874,10/18/2025,S019,P00250,2,302.1,0,Online,Cash,C011159
T00025875,2025/10/14,S021,P00396,3,34.41,0,Click&Collect,Card,C009482
T00025876,2025/03/26,S020,P00326,1,653.69,0,In-Store,Card,C010758
T00025877,2025-12-25,S023,P00026,3,116.87,0,Click&Collect,Card,C003150
T00025878,2025-06-25,S001,P00028,4,1228.87,0,In-Store,Card,C004005
T00025879,2025/09/24,S010,P00372,4,903.37,0,In-Store,Card,C010709
T00025880,2025/10/17,S015,P00378,1,286.83,0,In-Store,Cash,
T00025881,05/04/2025,S005,P00320,1,690.54,0,In-Store,Card,C001021
T00025882,2025/04/21,S010,P00310,3,1028.52,1,In-Store,Cash,C004656
T00025883,2025-04-26,S007,P00227,3,97.82,1,In-Store,Card,C004216
T00025884,2025/06/05,S006,P00265,4,140.71,0,In-Store,Card,C003216
T00025885,08-08-2025,S017,P00142,2,666.1,0,Online,Cash,C009618
T00025886,02-09-2025,S017,P00247,2,2373.73,0,In-Store,Cash,C010160
T00025887,2025/09/16,S002,P00058,1,779.31,0,Online,Card,C006042
T00025888,09/05/2025,S018,P00218,4,796.37,0,In-Store,Cash,C000675
T00025889,2025-07-18,S023,P00028,1,1256.27,0,In-Store,Card,
T00025890,2025/08/15,S002,P00086,2,25.04,0,In-Store,Card,
T00025891,02-07-2025,S019,P00144,4,1216.52,0,Online,Card,C008399
T00025892,2025-02-21,S018,P00252,2,103.69,0,In-Store,EFT,C011741
T00025893,24-02-2025,S020,P00165,4,9.67,0,Online,EFT,C003874
T00025894,15-10-2025,S025,P00167,3,560.84,0,In-Store,Wallet,C003753
T00025895,2025/10/14,S019,P00304,3,58.11,1,In-Store,Card,C006135
T00025896,21-08-2025,S009,P00296,3,9.47,1,In-Store,Card,C003928
T00025897,21-09-2025,S004,P00103,4,169.61,1,In-Store,EFT,C009057
T00025898,2025-07-01,S023,P00085,2,251.4,0,In-Store,Card,C004547
T00025899,20-05-2025,S019,P00112,2,1607.29,0,In-Store,Card,
T00025900,2025-07-10,S012,P00060,2,114.75,0,In-Store,Cash,C004875
T00025901,2025-11-28,S015,P00074,1,1307.32,0,In-Store,EFT,C009187
T00025902,2025-04-05,S014,P00373,1,1472.94,0,In-Store,Card,
T00025903,2025-12-20,S002,P00381,4,59.79,0,Online,Card,
T00025904,2025/06/19,S007,P00212,1,588.04,0,In-Store,Card,C010477
T00025905,2025-02-13,S008,P00060,2,95.44,0,In-Store,Card,C009272
T00025906,2025/11/17,S016,P00393,4,49.05,0,Click&Collect,Cash,C001331
T00025907,12/01/2025,S011,P00211,3,358.48,0,In-Store,Card,C001105
T00025908,2025-05-10,S011,P00097,2,578.0,0,In-Store,Cash,C004968
T00025909,25-10-2025,S014,P00144,2,1147.78,0,In-Store,Card,C008998
T00025910,07-02-2025,S023,P00152,1,105.89,0,In-Store,Card,C008459
T00025911,06/08/2025,S005,P00228,2,56.69,1,In-Store,Wallet,C004161
T00025912,2025-04-26,S003,P00142,2,663.27,0,In-Store,Card,C004607
T00025913,2025/09/03,S014,P00004,4,681.28,0,In-Store,Card,C002467
T00025914,15-06-2025,S022,P00112,2,1630.34,0,In-Store,Cash,C004841
T00025915,2025-01-29,S024,P00345,2,5.74,0,In-Store,Card,C010111
T00025916,2025-10-05,S009,P00352,4,178.23,0,In-Store,Card,C010148
T00025917,10/08/2025,S009,P00162,1,1357.63,0,Online,Card,
T00025918,05/18/2025,S021,P00317,2,1037.57,0,In-Store,Card,C005260
T00025919,2025/09/19,S004,P00105,3,78.38,0,In-Store,EFT,C011063
T00025920,2025/08/13,S010,P00117,1,670.56,0,In-Store,Card,C004578
T00025921,06/07/2025,S012,P00126,4,389.5,0,Click&Collect,Card,C002946
T00025922,2025/12/24,S008,P00335,2,464.2,0,In-Store,Card,C010867
T00025923,10/02/2025,S012,P00388,1,455.13,0,In-Store,Card,C006272
T00025924,03/18/2025,S025,P00380,4,2302.28,0,In-Store,Card,C001020
T00025925,2025/12/21,S023,P00148,3,1240.06,0,Online,Cash,C002212
T00025926,2025-11-14,S010,P00286,2,34.87,0,Online,Card,C003462
T00025927,2025-05-02,S012,P00189,2,163.56,0,In-Store,Card,C009002
T00025928,27-01-2025,S024,P00339,1,22.07,1,In-Store,Cash,C006830
T00025929,05/02/2025,S007,P00346,2,933.69,1,In-Store,Card,C005274
T00025930,28-04-2025,S015,P00344,1,740.92,0,In-Store,Wallet,
T00025931,17-05-2025,S006,P00399,4,414.32,0,In-Store,EFT,C008700
T00025932,11-07-2025,S016,P00097,3,448.69,0,In-Store,Card,C004937
T00025933,04/19/2025,S001,P00390,1,416.36,0,In-Store,Cash,C005667
T00025934,01/01/2025,S006,P00087,2,684.55,0,In-Store,Card,C007496
T00025935,03/09/2025,S019,P00054,-4,0.0,0,In-Store,Cash,C001431
T00025936,09/25/2025,S018,P00307,1,349.47,0,In-Store,Card,C003498
T00025937,14-11-2025,S007,P00224,1,133.23,0,In-Store,Card,
T00025938,2025-12-29,S006,P00307,1,384.73,0,In-Store,Card,
T00025939,2025/11/06,S020,P00240,3,81.77,0,In-Store,EFT,C006102
T00025940,12/19/2025,S025,P00168,3,1207.89,0,In-Store,Card,C011108
T00025941,2025/10/28,S014,P00314,1,58.7,0,In-Store,Card,C004251
T00025942,2025/07/04,S019,P00253,1,32.66,0,In-Store,Card,
T00025943,2025-08-23,S018,P00194,4,99.18,0,In-Store,Card,C009248
T00025944,01-08-2025,S023,P00209,3,741.79,0,Online,Card,
T00025945,2025-08-05,S006,P00189,3,137.5,0,In-Store,Cash,C005933
T00025946,2025-07-08,S015,P00074,1,1326.02,0,In-Store,Cash,C000744
T00025947,2025-10-25,S004,P00144,1,1231.26,0,In-Store,Cash,C005502
T00025948,10-06-2025,S009,P00048,4,1345.99,0,In-Store,Card,C006031
T00025949,2025-04-17,S011,P00293,3,327.93,0,Online,Card,C007092
T00025950,2025-03-07,S024,P00280,1,107.06,0,In-Store,Card,C004719
T00025951,17-12-2025,S009,P00262,3,704.02,0,In-Store,Card,C002941
T00025952,11/02/2025,S001,P00119,3,150.39,0,Online,Card,C003069
T00025953,2025/03/27,S013,P00394,2,945.09,0,In-Store,Cash,
T00025954,2025-06-08,S011,P00299,3,70.09,0,In-Store,Wallet,
T00025955,03-10-2025,S019,P00235,4,328.36,0,In-Store,Card,C003019
T00025956,03/06/2025,S001,P00250,4,329.17,0,In-Store,Card,C007951
T00025957,2025/07/07,S023,P00368,4,28.55,0,Online,Card,C005959
T00025958,2025-07-04,S019,P00004,1,716.14,0,In-Store,Card,C001159
T00025959,2025-11-27,S015,P00387,2,475.14,0,Click&Collect,Wallet,C009021
T00025960,2025-02-04,S022,P00189,1,160.15,0,In-Store,Cash,C002920
T00025961,2025/03/15,S006,P00015,1,893.68,0,Online,EFT,
T00025962,2025-07-09,S011,P00140,4,432.81,1,In-Store,Wallet,C007341
T00025963,03/17/2025,S008,P00016,3,332.96,0,Online,Card,C002787
T00025964,2025-01-08,S007,P00243,3,1921.5,0,Online,EFT,C005816
T00025965,25-05-2025,S023,P00393,3,34.4,1,In-Store,Card,
T00025966,08/23/2025,S023,P00254,2,1258.86,0,In-Store,Card,
T00025967,2025-02-12,S006,P00240,3,93.17,0,In-Store,Card,C006843
T00025968,26-07-2025,S007,P00025,-1,279.06,0,Online,Card,C004001
T00025969,22-03-2025,S003,P00114,2,1823.21,0,In-Store,Card,C001822
T00025970,04/11/2025,S004,P00109,1,42.08,0,In-Store,Card,C009803
T00025971,2025/06/08,S024,P00177,2,1800.62,0,In-Store,Card,C004454
T00025972,2025-12-21,S005,P00327,1,994.68,0,In-Store,Card,C009519
T00025973,25-03-2025,S001,P00178,2,93.43,0,In-Store,Card,C007603
T00025974,21-01-2025,S022,P00064,3,209.08,0,Online,Card,
T00025975,28-11-2025,S019,P00042,1,1046.42,0,In-Store,Card,
T00025976,08/30/2025,S018,P00045,2,828.12,0,In-Store,Card,
T00025977,2025-11-28,S004,P00365,1,41.68,0,Click&Collect,Card,C011901
T00025978,2025-11-27,S001,P00090,3,1352.36,0,In-Store,Card,C009596
T00025979,20-02-2025,S017,P00129,1,438.03,0,In-Store,EFT,C011084
T00025980,14-07-2025,S014,P00204,4,368.39,0,In-Store,EFT,C008902
T00025981,2025/08/18,S005,P00220,1,207.72,1,In-Store,EFT,C007920
T00025982,10/18/2025,S012,P00328,2,2236.13,0,Online,EFT,
T00025983,2025-06-05,S023,P00348,1,309.82,0,In-Store,Cash,C006998
T00025984,08-03-2025,S023,P00087,1,708.64,0,Online,Card,C006591
T00025985,26-09-2025,S002,P00356,4,1037.18,0,In-Store,Card,C000504
T00025986,2025/11/30,S001,P00164,2,318.24,0,In-Store,Card,C007033
T00025987,2025/01/24,S008,P00075,3,858.57,0,In-Store,EFT,C010615
T00025988,2025-09-09,S019,P00210,4,490.97,0,In-Store,EFT,C005776
T00025989,01/05/2025,S020,P00068,3,1457.82,0,In-Store,Card,C011115
T00025990,12/08/2025,S014,P00143,1,77.73,0,In-Store,Card,C005440
T00025991,2025/09/17,S015,P00056,2,728.15,0,In-Store,Card,
T00025992,25-05-2025,S012,P00301,3,576.3,0,Online,Card,C003351
T00025993,2025/03/22,S011,P00094,4,96.35,0,In-Store,Cash,C009690
T00025994,2025/04/19,S004,P00376,2,255.82,0,In-Store,Cash,C003909
T00025995,01-11-2025,S011,P00128,2,91.08,0,Click&Collect,Card,C001128
T00025996,25-09-2025,S025,P00063,3,327.01,0,In-Store,Cash,C008324
T00025997,2025/08/29,S013,P00292,4,778.24,0,In-Store,Cash,C008573
T00025998,2025-10-25,S015,P00198,3,55.46,0,In-Store,Cash,
T00025999,2025/08/27,S025,P00061,3,1928.96,0,In-Store,Card,C006475
T00026000,01-07-2025,S001,P00155,3,1262.34,0,In-Store,Card,C010066
T00026001,14-06-2025,S017,P00087,2,812.74,0,In-Store,EFT,C005879
T00026002,08/10/2025,S007,P00273,4,213.09,0,In-Store,Wallet,C003374
T00026003,06-11-2025,S013,P00152,1,102.1,0,Online,Cash,C001077
T00026004,10/10/2025,S001,P00040,4,263.94,0,In-Store,EFT,C005333
T00026005,2025/10/30,S009,P00010,3,1752.65,0,In-Store,Card,C004727
T00026006,15-05-2025,S014,P00385,1,257.26,0,In-Store,Card,
T00026007,11/09/2025,S013,P00101,1,1469.51,0,Click&Collect,Card,C010401
T00026008,18-07-2025,S010,P00328,4,1800.06,1,In-Store,Card,C009170
T00026009,19-03-2025,S024,P00186,2,345.43,0,In-Store,Wallet,C000408
T00026010,2025-01-27,S006,P00273,2,176.02,0,In-Store,Card,
T00026011,12/08/2025,S006,P00223,4,979.99,0,In-Store,Card,
T00026012,2025/07/25,S015,P00168,3,1311.39,0,In-Store,Card,C010258
T00026013,2025-12-21,S009,P00254,1,1115.93,0,In-Store,Card,C004491
T00026014,2025-12-12,S008,P00043,1,25.14,1,In-Store,Card,C000369
T00026015,11/29/2025,S002,P00157,1,37.72,0,In-Store,Wallet,C000335
T00026016,2025-03-02,S014,P00049,2,342.01,0,Click&Collect,Card,C006218
T00026017,29-05-2025,S016,P00226,2,588.42,0,Online,Cash,C001686
T00026018,05/02/2025,S015,P00218,3,795.93,0,In-Store,Card,C001299
T00026019,2025/04/06,S020,P00344,1,593.85,0,In-Store,Card,
T00026020,11/07/2025,S017,P00006,4,212.93,0,In-Store,Card,C007711
T00026021,10/25/2025,S016,P00291,3,105.29,0,In-Store,Cash,C000904
T00026022,03/17/2025,S008,P00267,4,165.71,0,In-Store,EFT,C000076
T00026023,2025-08-14,S021,P00230,4,621.51,0,In-Store,Card,C003123
T00026024,05-08-2025,S023,P00358,3,46.7,0,In-Store,Cash,C010680
T00026025,2025-10-04,S020,P00311,2,102.8,0,In-Store,EFT,C001975
T00026026,08/21/2025,S003,P00134,4,311.04,0,Click&Collect,Card,C008612
