txn_id,date,store_id,product_id,qty,unit_price,promo_applied,channel,payment_method,cust_id,gender,age,cust_region,cust_city,revenue
T00038718,2025-08-05,S011,P00168,3,1341.99,0,In-Store,EFT,C007647,M,32.0,Free State,Bloemfontein,4025.97
T00038723,2025-08-19,S004,P00395,1,2111.61,0,In-Store,EFT,C011247,F,24.0,KwaZulu-Natal,Pietermaritzburg,2111.61
T00038730,2025-08-18,S002,P00336,1,115.23,0,In-Store,Cash,C002076,M,27.0,Gauteng,Midrand,115.23
T00038732,2025-02-08,S009,P00238,2,1948.0,0,In-Store,Card,C006177,M,31.0,Limpopo,Polokwane,3896.0
T00038737,2025-02-15,S019,P00214,1,47.21,0,Online,Card,C004336,M,45.0,Limpopo,Polokwane,47.21
T00038739,2025-03-11,S023,P00394,3,1050.71,0,In-Store,Cash,C000120,F,40.0,Limpopo,Polokwane,3152.13
T00038741,2025-03-22,S009,P00394,3,928.79,0,In-Store,Card,C005056,F,43.0,Gauteng,Johannesburg,2786.37
T00038743,2025-07-11,S008,P00037,1,547.59,0,In-Store,Card,C008877,M,31.0,KwaZulu-Natal,Pietermaritzburg,547.59
T00038750,2025-06-10,S013,P00095,3,143.82,0,In-Store,Card,C009622,M,49.0,Western Cape,Stellenbosch,431.46
T00038753,2025-06-09,S023,P00280,1,84.33,0,In-Store,Cash,C009854,M,24.0,Western Cape,Paarl,84.33
T00038756,2025-07-21,S022,P00246,2,579.04,0,Online,EFT,,,,,,1158.08
T00038758,2025-05-24,S007,P00056,1,704.21,0,In-Store,EFT,C007499,M,17.0,Gauteng,Pretoria,704.21
T00038762,2025-01-17,S009,P00013,1,146.38,0,Online,Card,C005556,M,40.0,Gauteng,Johannesburg,146.38
T00038767,2025-08-01,S022,P00218,3,678.82,0,Online,Card,,,,,,2036.46
T00038769,2025-12-23,S025,P00253,3,22.39,1,In-Store,Card,,,,,,67.17
T00038779,2025-11-26,S017,P00279,3,361.25,0,In-Store,Card,C003950,M,34.0,Eastern Cape,Gqeberha,1083.75
T00038789,2025-10-28,S025,P00142,4,694.72,0,In-Store,Card,C005353,M,48.0,North West,Rustenburg,2778.88
T00038795,2025-09-07,S019,P00091,3,2046.03,0,In-Store,Card,C001386,F,26.0,Free State,Bloemfontein,6138.09
T00038797,2025-06-20,S025,P00323,4,41.96,0,In-Store,Card,C006388,M,30.0,Northern Cape,Kimberley,167.84
T00038799,2025-12-06,S013,P00143,2,73.76,0,Online,Cash,C009823,M,22.0,Limpopo,Polokwane,147.52
T00038802,2025-11-28,S010,P00031,4,1057.67,0,In-Store,Cash,C011672,F,27.0,Northern Cape,Kimberley,4230.68
T00038808,2025-11-04,S008,P00059,4,1509.79,0,Online,Card,C011490,M,42.0,KwaZulu-Natal,Pietermaritzburg,6039.16
T00038810,2025-07-21,S022,P00121,1,745.71,0,Online,Card,C001695,M,46.0,Free State,Bloemfontein,745.71
T00038817,2025-11-18,S011,P00378,4,315.23,0,In-Store,EFT,,,,,,1260.92
T00038821,2025-06-16,S008,P00183,4,487.52,0,In-Store,Card,C007559,F,47.0,KwaZulu-Natal,Durban,1950.08
T00038824,2025-02-27,S006,P00371,2,1590.6,0,In-Store,Cash,C000712,F,47.0,Western Cape,Paarl,3181.2
T00038826,2025-05-02,S001,P00113,1,1944.54,0,In-Store,Card,C000492,F,19.0,Mpumalanga,Nelspruit,1944.54
T00038827,2025-08-03,S008,P00087,1,701.11,1,Online,Card,C003451,F,39.0,Western Cape,Stellenbosch,701.11
T00038828,2025-11-16,S017,P00244,4,1872.17,0,In-Store,Cash,C005750,M,34.0,Gauteng,Pretoria,7488.68
T00038830,2025-01-30,S010,P00232,3,1596.75,0,In-Store,Card,,,,,,4790.25
T00038836,2025-11-16,S025,P00106,4,233.24,0,In-Store,Card,C011175,F,41.0,Free State,Bloemfontein,932.96
T00038840,2025-05-03,S016,P00047,2,794.03,0,In-Store,Cash,C003708,M,38.0,KwaZulu-Natal,Durban,1588.06
T00038841,2025-09-14,S014,P00066,3,1247.39,0,In-Store,Card,C002750,F,29.0,Eastern Cape,Gqeberha,3742.17
T00038845,2025-02-28,S021,P00114,1,1840.93,0,In-Store,Card,C006836,F,57.0,North West,Rustenburg,1840.93
T00038848,2025-10-22,S023,P00262,3,737.63,0,In-Store,Cash,C010600,M,39.0,Eastern Cape,East London,2212.89
T00038865,2025-07-06,S013,P00243,2,1837.61,0,Online,Card,C004726,M,45.0,Mpumalanga,Nelspruit,3675.22
T00038868,2025-12-30,S010,P00173,4,1418.58,1,In-Store,Cash,C007852,M,58.0,Mpumalanga,Nelspruit,5674.32
T00038870,2025-11-17,S023,P00076,4,1613.57,0,Online,Card,C006489,F,30.0,Eastern Cape,East London,6454.28
T00038876,2025-05-11,S023,P00235,1,294.05,0,In-Store,Cash,C005328,F,36.0,KwaZulu-Natal,Durban,294.05
T00038885,2025-04-24,S013,P00006,1,195.89,0,Click&Collect,Wallet,C002312,F,34.0,KwaZulu-Natal,Pietermaritzburg,195.89
T00038886,2025-12-04,S019,P00137,4,1889.91,0,In-Store,Cash,C007720,M,32.0,Eastern Cape,East London,7559.64
T00038892,2025-11-20,S021,P00013,4,139.46,0,In-Store,Card,C007930,F,55.0,Western Cape,Cape Town,557.84
T00038895,2025-08-22,S007,P00009,3,607.94,0,In-Store,Card,C002917,F,36.0,KwaZulu-Natal,Pietermaritzburg,1823.82
T00038904,2025-06-02,S009,P00068,1,1528.8,0,In-Store,Card,C000277,F,29.0,Limpopo,Polokwane,1528.8
T00038914,2025-03-19,S002,P00311,3,101.68,0,In-Store,EFT,C010544,X,34.0,North West,Rustenburg,305.04
T00038920,2025-01-21,S019,P00296,1,10.93,0,Online,Cash,C003167,F,33.0,Limpopo,Polokwane,10.93
T00038921,2025-02-03,S009,P00032,4,258.67,0,Online,Card,,,,,,1034.68
T00038925,2025-12-19,S017,P00364,2,259.3,0,Online,Cash,C009497,F,22.0,KwaZulu-Natal,Pietermaritzburg,518.6
T00038927,2025-05-06,S022,P00137,2,1884.89,0,In-Store,Card,C010184,F,20.0,Mpumalanga,Nelspruit,3769.78
T00038928,2025-05-20,S003,P00350,2,133.25,0,In-Store,Card,C009529,M,31.0,Gauteng,Johannesburg,266.5
T00038932,2025-10-09,S012,P00086,3,28.6,1,Click&Collect,Card,C003014,M,48.0,Northern Cape,Kimberley,85.8
T00038941,2025-09-26,S003,P00146,2,734.38,0,In-Store,Cash,C002486,F,36.0,Limpopo,Polokwane,1468.76
T00038944,2025-04-21,S019,P00210,1,378.89,1,In-Store,Card,C008058,M,17.0,Western Cape,Stellenbosch,378.89
T00038947,2025-07-30,S015,P00118,2,265.97,0,In-Store,Card,C005664,F,24.0,North West,Rustenburg,531.94
T00038949,2025-10-20,S001,P00132,1,123.25,1,In-Store,Card,,,,,,123.25
T00038952,2025-04-27,S004,P00120,3,76.45,0,In-Store,Cash,C006614,F,32.0,Western Cape,Stellenbosch,229.35
T00038960,2025-09-16,S011,P00392,4,81.04,0,In-Store,Card,,,,,,324.16
T00038978,2025-08-02,S020,P00106,1,200.01,0,In-Store,Card,C011636,M,16.0,Northern Cape,Kimberley,200.01
T00038979,2025-10-18,S020,P00135,4,497.6,0,In-Store,Card,C005428,F,35.0,North West,Rustenburg,1990.4
T00038980,2025-02-06,S009,P00208,3,1107.86,0,Click&Collect,Card,C002945,M,38.0,North West,Rustenburg,3323.58
T00038982,2025-09-19,S013,P00349,2,163.32,0,Online,EFT,C002853,F,39.0,KwaZulu-Natal,Durban,326.64
T00038983,2025-08-29,S008,P00344,2,670.37,0,Click&Collect,Card,,,,,,1340.74
T00038994,2025-04-12,S002,P00214,2,54.26,0,Click&Collect,Card,C003097,M,51.0,KwaZulu-Natal,Pietermaritzburg,108.52
T00039000,2025-03-17,S016,P00100,2,486.66,0,In-Store,Card,C002748,F,26.0,Eastern Cape,Gqeberha,973.32
T00039007,2025-03-27,S003,P00146,3,638.52,1,In-Store,EFT,C005558,F,33.0,North West,Rustenburg,1915.56
T00039009,2025-09-12,S020,P00049,3,323.68,0,In-Store,Card,C005684,M,36.0,KwaZulu-Natal,Pietermaritzburg,971.04
T00039016,2025-05-13,S014,P00259,1,1828.95,0,In-Store,Card,C003514,F,23.0,Mpumalanga,Nelspruit,1828.95
T00039017,2025-09-26,S020,P00216,4,794.1,0,In-Store,Card,C006030,F,31.0,Western Cape,Cape Town,3176.4
T00039021,2025-11-29,S005,P00298,3,20.22,0,Online,Card,,,,,,60.66
T00039026,2025-05-26,S004,P00021,2,41.39,1,In-Store,Card,C005835,F,42.0,North West,Rustenburg,82.78
T00039029,2025-12-08,S019,P00271,4,384.44,1,Click&Collect,Card,C004296,F,51.0,Limpopo,Polokwane,1537.76
T00039030,2025-02-03,S013,P00214,1,46.69,1,Online,Card,C000868,M,16.0,Western Cape,Paarl,46.69
T00039040,2025-01-12,S016,P00183,3,491.74,0,In-Store,Cash,C000424,M,31.0,North West,Rustenburg,1475.22
T00039044,2025-06-01,S014,P00390,1,445.96,0,In-Store,Card,C007862,F,44.0,Gauteng,Midrand,445.96
T00039047,2025-03-28,S020,P00300,2,1105.28,1,In-Store,Card,C009411,F,21.0,KwaZulu-Natal,Pietermaritzburg,2210.56
T00039050,2025-04-02,S024,P00111,1,1957.11,1,In-Store,Card,C009496,F,34.0,Free State,Bloemfontein,1957.11
T00039057,2025-05-09,S019,P00192,1,96.35,0,In-Store,Card,,,,,,96.35
T00039060,2025-01-21,S025,P00045,2,932.23,0,In-Store,Cash,C010077,M,35.0,Northern Cape,Kimberley,1864.46
T00039064,2025-02-19,S009,P00359,1,2057.89,0,In-Store,Card,C001888,X,41.0,North West,Rustenburg,2057.89
T00039076,2025-01-23,S002,P00096,3,484.06,1,In-Store,Cash,C002106,F,50.0,Gauteng,Midrand,1452.18
T00039077,2025-05-14,S023,P00210,3,458.95,0,Online,Card,C011225,M,28.0,Gauteng,Soweto,1376.85
T00039078,2025-07-08,S020,P00024,2,43.74,0,Online,Card,C006288,M,26.0,North West,Rustenburg,87.48
T00039081,2025-08-07,S001,P00135,2,591.1,0,In-Store,Cash,,,,,,1182.2
T00039082,2025-02-11,S005,P00198,4,54.58,0,In-Store,Card,C005421,M,69.0,Free State,Bloemfontein,218.32
T00039084,2025-08-26,S019,P00280,2,102.35,0,In-Store,Card,,,,,,204.7
T00039088,2025-02-07,S010,P00146,4,924.7,0,In-Store,Card,C010187,M,48.0,Mpumalanga,Nelspruit,3698.8
T00039094,2025-05-24,S023,P00078,3,449.07,0,In-Store,Cash,C007328,F,52.0,Northern Cape,Kimberley,1347.21
T00039096,2025-12-02,S016,P00160,3,91.73,0,Click&Collect,EFT,C008046,F,48.0,Western Cape,Paarl,275.19
T00039103,2025-03-16,S019,P00036,4,121.65,0,In-Store,Card,C004263,F,41.0,Eastern Cape,Gqeberha,486.6
T00039105,2025-12-30,S002,P00221,4,1037.85,0,In-Store,EFT,,,,,,4151.4
T00039110,2025-07-31,S004,P00195,2,808.48,0,Online,Card,,,,,,1616.96
T00039111,2025-03-20,S012,P00106,1,226.19,0,In-Store,Card,,,,,,226.19
T00039113,2025-08-18,S011,P00057,3,730.1,0,Click&Collect,Cash,C008088,F,28.0,North West,Rustenburg,2190.3
T00039116,2025-05-16,S010,P00306,3,1784.04,0,In-Store,Card,C010239,F,34.0,Northern Cape,Kimberley,5352.12
T00039118,2025-01-24,S012,P00331,4,138.89,0,Online,Cash,C006539,M,23.0,Eastern Cape,East London,555.56
T00039121,2025-06-09,S021,P00381,4,59.81,0,In-Store,Card,C000119,M,30.0,North West,Rustenburg,239.24
T00039122,2025-11-30,S020,P00354,4,115.7,0,In-Store,Cash,C009791,M,36.0,Northern Cape,Kimberley,462.8
T00039127,2025-10-29,S014,P00148,2,1126.58,1,In-Store,Card,C010803,F,32.0,Eastern Cape,East London,2253.16
T00039129,2025-07-13,S012,P00220,1,265.77,0,In-Store,Card,,,,,,265.77
T00039130,2025-05-03,S012,P00155,1,1225.3,1,In-Store,Wallet,C006200,M,51.0,KwaZulu-Natal,Pietermaritzburg,1225.3
T00039135,2025-06-23,S006,P00047,1,914.78,0,Click&Collect,Card,,,,,,914.78
T00039138,2025-07-18,S025,P00102,4,81.82,1,Click&Collect,Cash,C006764,M,45.0,Western Cape,Stellenbosch,327.28
T00039140,2025-08-08,S008,P00044,2,378.46,0,In-Store,EFT,C004139,F,25.0,North West,Rustenburg,756.92
T00039145,2025-10-23,S023,P00007,2,105.17,1,Online,Card,C002755,M,16.0,Free State,Bloemfontein,210.34
T00039146,2025-01-19,S005,P00183,1,494.2,0,In-Store,Card,C006672,M,47.0,KwaZulu-Natal,Pietermaritzburg,494.2
T00039152,2025-05-02,S008,P00165,2,9.76,0,In-Store,Card,C000048,F,47.0,Eastern Cape,Gqeberha,19.52
T00039157,2025-07-24,S005,P00363,2,183.68,0,In-Store,Card,C007807,F,34.0,North West,Rustenburg,367.36
T00039160,2025-06-28,S019,P00213,3,277.31,0,Click&Collect,Cash,C006626,M,59.0,Northern Cape,Kimberley,831.93
T00039164,2025-03-28,S019,P00329,2,154.91,1,In-Store,Card,C007586,M,16.0,Western Cape,Paarl,309.82
T00039167,2025-04-01,S003,P00281,1,156.0,0,In-Store,Card,C001247,X,36.0,KwaZulu-Natal,Pietermaritzburg,156.0
T00039169,2025-02-13,S009,P00018,2,374.75,1,In-Store,Card,C000151,X,49.0,KwaZulu-Natal,Durban,749.5
T00039172,2025-11-04,S011,P00012,4,402.7,0,In-Store,EFT,C004352,F,31.0,Free State,Bloemfontein,1610.8
T00039174,2025-11-20,S012,P00081,1,173.14,0,In-Store,Cash,C000046,M,44.0,Gauteng,Johannesburg,173.14
T00039177,2025-12-29,S003,P00255,4,116.68,0,In-Store,Card,C005944,X,16.0,Western Cape,Stellenbosch,466.72
T00039179,2025-02-06,S012,P00143,3,79.44,0,In-Store,Wallet,C000737,F,36.0,Free State,Bloemfontein,238.32
T00039180,2025-08-05,S017,P00362,4,70.46,0,Click&Collect,Card,C008519,M,16.0,Eastern Cape,Gqeberha,281.84
T00039185,2025-09-23,S021,P00121,3,768.29,0,Online,Cash,C009441,M,33.0,North West,Rustenburg,2304.87
T00039195,2025-07-21,S007,P00219,1,1373.04,0,Online,EFT,C009226,F,30.0,Western Cape,Cape Town,1373.04
T00039197,2025-06-22,S003,P00139,3,811.9,1,In-Store,Cash,C009460,F,32.0,Northern Cape,Kimberley,2435.7
T00039204,2025-05-13,S022,P00335,1,494.02,0,In-Store,EFT,C008388,X,20.0,Limpopo,Polokwane,494.02
T00039211,2025-11-03,S019,P00393,1,40.46,0,In-Store,Card,,,,,,40.46
T00039219,2025-03-30,S010,P00023,1,1279.22,0,In-Store,EFT,C005075,F,41.0,Free State,Bloemfontein,1279.22
T00039236,2025-09-11,S017,P00337,2,32.96,0,In-Store,EFT,C002736,M,28.0,North West,Rustenburg,65.92
T00039244,2025-02-26,S003,P00108,2,182.18,0,In-Store,Card,,,,,,364.36
T00039246,2025-11-21,S001,P00139,2,1079.11,0,Online,Card,C011928,F,40.0,Mpumalanga,Nelspruit,2158.22
T00039247,2025-08-25,S006,P00179,1,1161.87,0,Online,Card,C006989,X,30.0,Eastern Cape,East London,1161.87
T00039248,2025-01-27,S003,P00036,2,96.66,0,In-Store,Card,C001774,M,44.0,Northern Cape,Kimberley,193.32
T00039252,2025-06-18,S015,P00065,4,1311.28,0,In-Store,EFT,,,,,,5245.12
T00039260,2025-03-03,S003,P00249,1,194.16,1,In-Store,Card,C002633,F,21.0,Gauteng,Midrand,194.16
T00039262,2025-10-23,S018,P00138,4,100.88,0,Click&Collect,Card,,,,,,403.52
T00039266,2025-10-11,S025,P00241,3,536.7,0,In-Store,Card,C011661,F,32.0,Limpopo,Polokwane,1610.1
T00039267,2025-06-14,S014,P00140,2,455.69,0,Online,Card,,,,,,911.38
T00039271,2025-02-10,S004,P00288,1,14.16,1,In-Store,Card,C009557,M,36.0,Gauteng,Johannesburg,14.16
T00039274,2025-07-11,S025,P00083,3,19.76,0,In-Store,EFT,C004808,M,16.0,Limpopo,Polokwane,59.28
T00039278,2025-05-25,S006,P00214,2,47.28,0,In-Store,Card,C004954,M,25.0,Gauteng,Midrand,94.56
T00039279,2025-02-15,S025,P00290,2,198.21,0,In-Store,Card,C009907,F,40.0,Northern Cape,Kimberley,396.42
T00039283,2025-05-14,S002,P00311,4,116.02,0,In-Store,Card,C002664,M,38.0,Eastern Cape,Gqeberha,464.08
T00039288,2025-01-06,S013,P00151,4,1061.33,0,In-Store,Card,C011528,F,20.0,Northern Cape,Kimberley,4245.32
T00039291,2025-05-18,S011,P00331,2,126.6,0,In-Store,Cash,,,,,,253.2
T00039292,2025-11-14,S003,P00217,3,55.93,0,In-Store,Card,C008977,M,39.0,Free State,Bloemfontein,167.79
T00039294,2025-05-27,S022,P00123,3,41.29,0,In-Store,Card,C010375,F,26.0,KwaZulu-Natal,Pietermaritzburg,123.87
T00039299,2025-08-16,S016,P00264,2,177.46,0,In-Store,Cash,,,,,,354.92
T00039302,2025-10-24,S018,P00058,1,737.05,0,In-Store,Cash,C004784,M,24.0,Eastern Cape,East London,737.05
T00039303,2025-03-03,S016,P00229,4,246.85,1,In-Store,Card,C008448,F,41.0,Eastern Cape,Gqeberha,987.4
T00039313,2025-05-02,S001,P00328,3,2411.47,0,In-Store,Cash,C008785,F,44.0,Western Cape,Stellenbosch,7234.41
T00039321,2025-10-20,S003,P00040,1,271.28,0,Click&Collect,Card,C011272,F,34.0,Mpumalanga,Nelspruit,271.28
T00039325,2025-01-03,S010,P00195,2,750.74,0,In-Store,Cash,C007263,F,24.0,Mpumalanga,Nelspruit,1501.48
T00039326,2025-10-21,S023,P00161,3,121.43,1,In-Store,Card,C008890,F,37.0,Limpopo,Polokwane,364.29
T00039329,2025-12-11,S018,P00249,2,235.81,0,In-Store,Cash,,,,,,471.62
T00039333,2025-06-18,S008,P00250,2,331.85,0,In-Store,Card,C009225,M,47.0,Eastern Cape,East London,663.7
T00039335,2025-05-24,S003,P00206,1,20.09,0,In-Store,Card,C002000,M,61.0,Mpumalanga,Nelspruit,20.09
T00039337,2025-02-07,S011,P00114,1,1902.07,0,In-Store,Card,C007559,F,47.0,KwaZulu-Natal,Durban,1902.07
T00039346,2025-03-17,S006,P00258,3,2039.07,0,Online,Card,C004576,M,35.0,Gauteng,Midrand,6117.21
T00039351,2025-01-29,S006,P00358,3,51.1,0,Online,Card,,,,,,153.3
T00039353,2025-02-28,S023,P00290,2,162.99,1,In-Store,Card,C010686,F,32.0,Western Cape,Stellenbosch,325.98
T00039354,2025-03-19,S011,P00062,3,1067.97,0,Click&Collect,EFT,C006554,F,48.0,North West,Rustenburg,3203.91
T00039355,2025-11-25,S023,P00214,2,51.33,0,In-Store,Card,C004785,M,28.0,Eastern Cape,Gqeberha,102.66
T00039360,2025-08-16,S002,P00210,3,377.77,1,Online,Cash,C003790,M,37.0,Northern Cape,Kimberley,1133.31
T00039362,2025-09-19,S022,P00116,3,235.98,0,Click&Collect,Card,C004870,F,30.0,Gauteng,Pretoria,707.94
T00039366,2025-04-11,S025,P00020,3,986.81,0,Click&Collect,Cash,C004222,F,20.0,Free State,Bloemfontein,2960.43
T00039370,2025-05-02,S013,P00136,3,69.67,1,Click&Collect,Card,C008423,M,16.0,Northern Cape,Kimberley,209.01
T00039376,2025-01-19,S019,P00159,4,608.41,0,In-Store,Card,C008335,M,48.0,North West,Rustenburg,2433.64
T00039380,2025-09-08,S023,P00020,1,905.82,0,Online,Card,C003941,M,43.0,Mpumalanga,Nelspruit,905.82
T00039385,2025-08-26,S014,P00052,2,55.7,0,In-Store,Cash,C006791,F,20.0,Gauteng,Midrand,111.4
T00039395,2025-08-28,S004,P00362,4,65.25,0,In-Store,Card,C000413,F,47.0,Northern Cape,Kimberley,261.0
T00039396,2025-09-03,S003,P00260,2,75.05,0,In-Store,Cash,,,,,,150.1
T00039398,2025-05-02,S012,P00039,2,89.54,0,In-Store,Card,,,,,,179.08
T00039399,2025-02-20,S021,P00065,1,1057.97,0,In-Store,Card,C003184,F,48.0,KwaZulu-Natal,Pietermaritzburg,1057.97
T00039401,2025-04-27,S013,P00333,1,15.22,0,Online,Card,C005303,M,52.0,Mpumalanga,Nelspruit,15.22
T00039402,2025-09-29,S025,P00135,4,603.08,0,Online,EFT,C007410,F,29.0,Northern Cape,Kimberley,2412.32
T00039405,2025-06-25,S024,P00230,3,727.84,0,Click&Collect,Cash,C000450,M,31.0,Northern Cape,Kimberley,2183.52
T00039406,2025-12-13,S015,P00355,3,2057.07,1,In-Store,Cash,C010993,M,35.0,Northern Cape,Kimberley,6171.21
T00039407,2025-04-27,S017,P00289,1,97.78,0,Online,Cash,C004662,M,55.0,Eastern Cape,Gqeberha,97.78
T00039412,2025-04-04,S023,P00282,4,370.78,0,Click&Collect,EFT,C003801,F,35.0,KwaZulu-Natal,Pietermaritzburg,1483.12
T00039414,2025-02-23,S012,P00100,1,478.41,0,Online,Cash,,,,,,478.41
T00039418,2025-11-16,S019,P00051,4,194.44,0,In-Store,Cash,C001538,F,37.0,KwaZulu-Natal,Durban,777.76
T00039422,2025-10-03,S025,P00346,4,1480.47,0,In-Store,Card,C003907,M,38.0,Gauteng,Midrand,5921.88
T00039431,2025-06-30,S004,P00098,3,2573.84,0,In-Store,Card,C002508,M,17.0,Western Cape,Paarl,7721.52
T00039444,2025-06-04,S016,P00143,1,69.0,0,In-Store,Cash,C006992,M,28.0,Western Cape,Stellenbosch,69.0
T00039452,2025-11-01,S015,P00126,3,342.35,1,In-Store,Cash,C006362,F,45.0,North West,Rustenburg,1027.05
T00039453,2025-01-17,S018,P00373,1,2014.07,0,In-Store,EFT,C011458,M,40.0,Limpopo,Polokwane,2014.07
T00039455,2025-08-15,S023,P00188,3,780.54,0,Online,Cash,C006083,M,49.0,Gauteng,Soweto,2341.62
T00039458,2025-04-02,S002,P00094,1,99.67,0,In-Store,Wallet,C001945,M,31.0,Eastern Cape,East London,99.67
T00039461,2025-10-14,S013,P00314,4,51.43,0,In-Store,Cash,C000823,F,30.0,Western Cape,Cape Town,205.72
T00039462,2025-06-11,S014,P00119,2,163.86,0,In-Store,Cash,,,,,,327.72
T00039467,2025-02-02,S013,P00036,2,102.05,0,In-Store,Card,C008475,F,51.0,KwaZulu-Natal,Durban,204.1
T00039476,2025-07-07,S001,P00330,2,75.06,0,In-Store,Card,C004203,F,44.0,Northern Cape,Kimberley,150.12
T00039479,2025-08-25,S011,P00059,3,1324.32,0,In-Store,Card,C011117,F,29.0,KwaZulu-Natal,Pietermaritzburg,3972.96
T00039481,2025-12-16,S018,P00043,1,29.43,0,In-Store,Cash,C010502,M,21.0,KwaZulu-Natal,Pietermaritzburg,29.43
T00039482,2025-07-05,S009,P00259,2,1447.08,0,In-Store,Card,C004706,M,46.0,Western Cape,Cape Town,2894.16
T00039484,2025-03-21,S010,P00282,4,329.08,0,In-Store,Card,C000848,F,16.0,Mpumalanga,Nelspruit,1316.32
T00039494,2025-03-16,S007,P00152,2,103.09,0,Click&Collect,Card,C002614,F,25.0,Northern Cape,Kimberley,206.18
T00039497,2025-11-08,S024,P00296,4,11.06,0,Online,Cash,C001722,M,16.0,Western Cape,Paarl,44.24
T00039500,2025-08-25,S020,P00082,2,97.27,0,In-Store,Card,C001455,F,21.0,Northern Cape,Kimberley,194.54
T00039505,2025-05-18,S019,P00306,2,1818.37,0,Online,Card,C003542,F,33.0,Free State,Bloemfontein,3636.74
T00039510,2025-05-29,S001,P00359,4,2158.6,0,In-Store,Card,C008715,M,38.0,North West,Rustenburg,8634.4
T00039517,2025-11-21,S024,P00274,2,660.03,0,In-Store,Card,,,,,,1320.06
T00039521,2025-11-25,S025,P00314,2,58.48,0,Online,Card,C007212,F,25.0,Limpopo,Polokwane,116.96
T00039523,2025-01-01,S010,P00330,3,68.62,1,In-Store,Card,C001418,M,57.0,Limpopo,Polokwane,205.86
T00039530,2025-07-22,S017,P00241,4,564.43,0,In-Store,Cash,C002138,F,21.0,Mpumalanga,Nelspruit,2257.72
T00039531,2025-05-03,S010,P00196,1,257.54,0,In-Store,Card,C008195,M,41.0,Free State,Bloemfontein,257.54
T00039535,2025-04-03,S009,P00217,2,53.69,0,In-Store,Card,C002454,F,55.0,Gauteng,Midrand,107.38
T00039539,2025-11-10,S003,P00176,1,1058.79,0,In-Store,Cash,C007224,M,48.0,Mpumalanga,Nelspruit,1058.79
T00039541,2025-05-22,S004,P00199,1,1680.32,0,In-Store,EFT,C002197,F,37.0,Western Cape,Cape Town,1680.32
T00039542,2025-12-21,S018,P00145,3,444.91,0,In-Store,EFT,C011318,M,49.0,Gauteng,Midrand,1334.73
T00039544,2025-05-19,S010,P00384,1,1654.43,1,In-Store,EFT,C004352,F,31.0,Free State,Bloemfontein,1654.43
T00039545,2025-04-18,S014,P00023,3,1072.5,0,Online,Cash,,,,,,3217.5
T00039546,2025-08-10,S024,P00249,4,247.6,0,In-Store,EFT,C003643,M,39.0,Western Cape,Paarl,990.4
T00039551,2025-01-07,S009,P00076,3,1763.77,0,In-Store,Wallet,C009810,F,47.0,Mpumalanga,Nelspruit,5291.31
T00039552,2025-05-03,S012,P00172,3,1306.61,0,In-Store,Card,,,,,,3919.83
T00039553,2025-04-25,S022,P00347,3,942.31,0,In-Store,Cash,C004089,M,52.0,Limpopo,Polokwane,2826.93
T00039558,2025-09-10,S023,P00044,3,318.15,0,Online,Card,C001484,F,32.0,Western Cape,Stellenbosch,954.45
T00039565,2025-01-07,S017,P00036,4,104.1,0,In-Store,Cash,C002208,F,20.0,Western Cape,Paarl,416.4
T00039568,2025-09-11,S025,P00380,4,2415.42,0,Online,EFT,C004126,F,52.0,Eastern Cape,East London,9661.68
T00039577,2025-06-20,S003,P00118,4,235.39,0,In-Store,Cash,C001328,F,40.0,Gauteng,Pretoria,941.56
T00039581,2025-11-15,S017,P00371,2,1453.05,0,In-Store,Wallet,,,,,,2906.1
T00039585,2025-03-26,S024,P00175,1,2037.63,0,In-Store,Card,,,,,,2037.63
T00039589,2025-02-16,S003,P00132,4,143.26,0,In-Store,Card,,,,,,573.04
T00039596,2025-07-03,S024,P00213,2,282.31,0,In-Store,Card,,,,,,564.62
T00039611,2025-04-17,S015,P00388,2,432.77,0,In-Store,EFT,C010171,M,37.0,Mpumalanga,Nelspruit,865.54
T00039612,2025-12-18,S009,P00152,3,111.75,0,In-Store,Card,,,,,,335.25
T00039614,2025-08-07,S025,P00196,2,184.54,0,In-Store,Cash,C003858,F,40.0,Western Cape,Stellenbosch,369.08
T00039615,2025-08-26,S005,P00296,1,10.12,0,In-Store,Card,C003843,F,42.0,Northern Cape,Kimberley,10.12
T00039620,2025-08-29,S004,P00129,4,434.34,0,In-Store,Card,C007073,M,42.0,Gauteng,Soweto,1737.36
T00039621,2025-12-19,S003,P00097,3,543.7,0,Click&Collect,Card,C004765,M,40.0,Northern Cape,Kimberley,1631.1
T00039624,2025-02-10,S012,P00306,1,1394.67,0,In-Store,EFT,,,,,,1394.67
T00039630,2025-07-16,S018,P00367,1,12.06,0,In-Store,EFT,C002648,M,47.0,Gauteng,Pretoria,12.06
T00039633,2025-10-18,S018,P00213,2,314.27,0,In-Store,Card,C001207,M,26.0,Gauteng,Midrand,628.54
T00039634,2025-06-14,S016,P00224,4,134.34,0,In-Store,Cash,C003829,M,41.0,North West,Rustenburg,537.36
T00039644,2025-01-02,S016,P00326,3,522.64,1,In-Store,Cash,C003795,F,33.0,Free State,Bloemfontein,1567.92
T00039646,2025-01-03,S021,P00046,2,577.84,0,In-Store,Cash,C011915,M,19.0,Mpumalanga,Nelspruit,1155.68
T00039647,2025-01-27,S002,P00381,4,48.95,1,In-Store,Wallet,C009933,F,45.0,Eastern Cape,East London,195.8
